GeneID,total_counts
ENSMUSG00000065610,132
ENSMUSG00000065604,58
ENSMUSG00000097998,5980
ENSMUSG00000087312,31861
ENSMUSG00000104030,49769
ENSMUSG00000086922,8247059
ENSMUSG00000103220,48267
ENSMUSG00000044471,412257
ENSMUSG00000106867,45395
ENSMUSG00000087380,1271568
ENSMUSG00000086931,19547
ENSMUSG00000086855,51838
ENSMUSG00000086212,537923
ENSMUSG00000025609,16158684
ENSMUSG00000025608,10031517
ENSMUSG00000086732,42328
ENSMUSG00000084973,62118
ENSMUSG00000107010,2277
ENSMUSG00000086804,78158
ENSMUSG00000087379,107
ENSMUSG00000029766,33
ENSMUSG00000085616,0
ENSMUSG00000086720,60067
ENSMUSG00000086675,27779
ENSMUSG00000086763,61101
ENSMUSG00000029765,16296762
ENSMUSG00000084386,322
ENSMUSG00000106873,483
ENSMUSG00000106676,20399
ENSMUSG00000085847,21831
ENSMUSG00000053768,9198175
ENSMUSG00000087777,0
ENSMUSG00000082217,811
ENSMUSG00000083728,3541
ENSMUSG00000107358,2927
ENSMUSG00000107103,6106
ENSMUSG00000029763,15763095
ENSMUSG00000087441,210
ENSMUSG00000056215,988408
ENSMUSG00000087356,602512
ENSMUSG00000018999,12865911
ENSMUSG00000087613,885
ENSMUSG00000001642,757260
ENSMUSG00000086762,8714
ENSMUSG00000029762,86811
ENSMUSG00000081196,1210
ENSMUSG00000081991,1002
ENSMUSG00000061758,2004550
ENSMUSG00000052131,1964
ENSMUSG00000084965,562
ENSMUSG00000038871,10947720
ENSMUSG00000085187,0
ENSMUSG00000085382,60099
ENSMUSG00000060411,605
ENSMUSG00000086834,123
ENSMUSG00000029761,6958360
ENSMUSG00000082920,1059737
ENSMUSG00000082118,3716
ENSMUSG00000082446,1588
ENSMUSG00000038836,1120336
ENSMUSG00000106707,7597
ENSMUSG00000057137,722776
ENSMUSG00000046806,887731
ENSMUSG00000058486,4153213
ENSMUSG00000029848,0
ENSMUSG00000029847,65991
ENSMUSG00000038784,8739200
ENSMUSG00000087808,463
ENSMUSG00000038759,5083347
ENSMUSG00000073155,2597365
ENSMUSG00000029843,1612240
ENSMUSG00000047420,244466
ENSMUSG00000107341,304
ENSMUSG00000095986,168
ENSMUSG00000029840,60784645
ENSMUSG00000107110,312
ENSMUSG00000107145,788864
ENSMUSG00000077246,0
ENSMUSG00000107089,23590
ENSMUSG00000073154,231756
ENSMUSG00000070075,243
ENSMUSG00000045613,3137134
ENSMUSG00000106817,0
ENSMUSG00000106872,0
ENSMUSG00000080336,0
ENSMUSG00000029838,64215045
ENSMUSG00000107310,134510
ENSMUSG00000029837,7935
ENSMUSG00000038665,8825432
ENSMUSG00000038648,2977828
ENSMUSG00000106889,18412
ENSMUSG00000038641,786
ENSMUSG00000107035,2830382
ENSMUSG00000080242,17782983
ENSMUSG00000106853,4163
ENSMUSG00000029833,5210719
ENSMUSG00000029830,14226
ENSMUSG00000029829,215
ENSMUSG00000087924,216
ENSMUSG00000038600,385765
ENSMUSG00000063455,11970287
ENSMUSG00000107026,743
ENSMUSG00000047749,1259412
ENSMUSG00000029826,1007595
ENSMUSG00000106836,91592
ENSMUSG00000057696,921943
ENSMUSG00000089905,984
ENSMUSG00000056832,1525760
ENSMUSG00000098285,19383
ENSMUSG00000038538,10243892
ENSMUSG00000019689,1213590
ENSMUSG00000081670,57474
ENSMUSG00000029823,25209836
ENSMUSG00000071537,39187
ENSMUSG00000079598,6765480
ENSMUSG00000061436,33781386
ENSMUSG00000106737,3659
ENSMUSG00000077339,0
ENSMUSG00000100121,3822
ENSMUSG00000029925,552580
ENSMUSG00000038507,1518368
ENSMUSG00000106976,710
ENSMUSG00000073144,440689
ENSMUSG00000042599,12016614
ENSMUSG00000115026,44624
ENSMUSG00000107365,570
ENSMUSG00000089422,204
ENSMUSG00000029924,8908098
ENSMUSG00000029923,14071
ENSMUSG00000029922,18538099
ENSMUSG00000068601,686870
ENSMUSG00000064900,335
ENSMUSG00000085058,573948
ENSMUSG00000038456,3671856
ENSMUSG00000046947,2764397
ENSMUSG00000086582,565834
ENSMUSG00000107071,2242181
ENSMUSG00000002416,6364055
ENSMUSG00000091313,20043
ENSMUSG00000002413,26492684
ENSMUSG00000029918,4218467
ENSMUSG00000106936,10635
ENSMUSG00000106827,713489
ENSMUSG00000097406,611278
ENSMUSG00000103331,29668
ENSMUSG00000102623,30922
ENSMUSG00000097563,26320
ENSMUSG00000097484,224629
ENSMUSG00000102287,35842
ENSMUSG00000057716,33886346
ENSMUSG00000029916,2996478
ENSMUSG00000037172,19520056
ENSMUSG00000037159,15741
ENSMUSG00000029911,2375254
ENSMUSG00000052850,3163
ENSMUSG00000037140,3927
ENSMUSG00000029909,80
ENSMUSG00000107359,63
ENSMUSG00000068259,19313
ENSMUSG00000045514,3743
ENSMUSG00000029915,508232
ENSMUSG00000058250,6
ENSMUSG00000068587,10620
ENSMUSG00000102802,1752
ENSMUSG00000029885,39
ENSMUSG00000104084,0
ENSMUSG00000076461,69
ENSMUSG00000051936,0
ENSMUSG00000029883,0
ENSMUSG00000101629,0
ENSMUSG00000063252,0
ENSMUSG00000094808,0
ENSMUSG00000096525,0
ENSMUSG00000104408,448
ENSMUSG00000104105,0
ENSMUSG00000103157,52
ENSMUSG00000029882,5687
ENSMUSG00000076462,276
ENSMUSG00000076463,1142
ENSMUSG00000107486,1868
ENSMUSG00000076465,470
ENSMUSG00000103586,5593
ENSMUSG00000103807,769
ENSMUSG00000102622,0
ENSMUSG00000102821,0
ENSMUSG00000104198,0
ENSMUSG00000103833,100
ENSMUSG00000091671,0
ENSMUSG00000102903,0
ENSMUSG00000095574,0
ENSMUSG00000076467,0
ENSMUSG00000094525,2644
ENSMUSG00000076469,2577
ENSMUSG00000102327,0
ENSMUSG00000076470,90
ENSMUSG00000076471,0
ENSMUSG00000076472,268
ENSMUSG00000076473,328
ENSMUSG00000076474,264
ENSMUSG00000102409,0
ENSMUSG00000076475,401
ENSMUSG00000076476,333
ENSMUSG00000076477,0
ENSMUSG00000102988,0
ENSMUSG00000076478,0
ENSMUSG00000102955,0
ENSMUSG00000104473,0
ENSMUSG00000076479,224
ENSMUSG00000103042,180869
ENSMUSG00000104254,0
ENSMUSG00000104326,0
ENSMUSG00000076480,0
ENSMUSG00000076481,0
ENSMUSG00000054106,0
ENSMUSG00000103797,0
ENSMUSG00000036938,0
ENSMUSG00000071521,373
ENSMUSG00000071519,5006
ENSMUSG00000058119,3354
ENSMUSG00000103397,4
ENSMUSG00000059014,0
ENSMUSG00000071517,63356
ENSMUSG00000062751,2280
ENSMUSG00000102221,1316
ENSMUSG00000104513,228
ENSMUSG00000102616,666
ENSMUSG00000103699,621
ENSMUSG00000057163,1998
ENSMUSG00000095668,30
ENSMUSG00000076483,67
ENSMUSG00000076484,101
ENSMUSG00000076485,367
ENSMUSG00000076486,109
ENSMUSG00000076487,176
ENSMUSG00000076488,401
ENSMUSG00000076489,240
ENSMUSG00000076490,5603
ENSMUSG00000094569,8
ENSMUSG00000076492,9113
ENSMUSG00000076493,6350
ENSMUSG00000076494,23129
ENSMUSG00000076495,4537
ENSMUSG00000076496,894
ENSMUSG00000090818,3094
ENSMUSG00000076497,12280
ENSMUSG00000076498,1595711
ENSMUSG00000076499,0
ENSMUSG00000098970,0
ENSMUSG00000029869,16707737
ENSMUSG00000029868,880396
ENSMUSG00000036899,379
ENSMUSG00000029867,99
ENSMUSG00000103788,672
ENSMUSG00000029866,1151
ENSMUSG00000045479,687
ENSMUSG00000058499,107
ENSMUSG00000014104,0
ENSMUSG00000029865,0
ENSMUSG00000062833,0
ENSMUSG00000023289,0
ENSMUSG00000107543,532
ENSMUSG00000047102,138
ENSMUSG00000051917,0
ENSMUSG00000029864,1179548
ENSMUSG00000071506,3447
ENSMUSG00000084422,5112
ENSMUSG00000029863,2053078
ENSMUSG00000029862,2476093
ENSMUSG00000029861,28686977
ENSMUSG00000065206,192
ENSMUSG00000108033,282208
ENSMUSG00000029860,7854588
ENSMUSG00000029859,68878
ENSMUSG00000101268,1305
ENSMUSG00000046652,846
ENSMUSG00000056203,991
ENSMUSG00000048284,144
ENSMUSG00000108150,0
ENSMUSG00000068574,138
ENSMUSG00000091983,2124
ENSMUSG00000090631,1191
ENSMUSG00000078177,158
ENSMUSG00000071494,2254
ENSMUSG00000018656,1504
ENSMUSG00000029851,125428
ENSMUSG00000036667,62845149
ENSMUSG00000107986,0
ENSMUSG00000107416,0
ENSMUSG00000107650,61
ENSMUSG00000107818,0
ENSMUSG00000095831,414
ENSMUSG00000095236,0
ENSMUSG00000065034,7119
ENSMUSG00000094192,253
ENSMUSG00000108058,0
ENSMUSG00000054431,0
ENSMUSG00000087766,0
ENSMUSG00000049168,0
ENSMUSG00000043119,0
ENSMUSG00000045708,0
ENSMUSG00000073111,256
ENSMUSG00000108157,0
ENSMUSG00000073110,0
ENSMUSG00000091008,0
ENSMUSG00000076500,432
ENSMUSG00000091386,5820
ENSMUSG00000108193,119
ENSMUSG00000094669,345
ENSMUSG00000107889,1006
ENSMUSG00000108149,0
ENSMUSG00000094200,399
ENSMUSG00000071481,392
ENSMUSG00000043605,1207
ENSMUSG00000107469,0
ENSMUSG00000048693,0
ENSMUSG00000096158,68
ENSMUSG00000059411,0
ENSMUSG00000061210,618
ENSMUSG00000108190,23745
ENSMUSG00000107861,273
ENSMUSG00000033542,916212
ENSMUSG00000029736,5144
ENSMUSG00000084325,3850
ENSMUSG00000107709,34559
ENSMUSG00000029735,396051
ENSMUSG00000107465,34826
ENSMUSG00000107920,9069
ENSMUSG00000077146,0
ENSMUSG00000107598,0
ENSMUSG00000107953,0
ENSMUSG00000107845,0
ENSMUSG00000107904,0
ENSMUSG00000107729,25817
ENSMUSG00000107858,49913
ENSMUSG00000108070,19105
ENSMUSG00000107643,13694
ENSMUSG00000108146,46462
ENSMUSG00000107779,35521
ENSMUSG00000108008,21553
ENSMUSG00000107414,21749
ENSMUSG00000107433,10210
ENSMUSG00000108123,3340
ENSMUSG00000107886,20270
ENSMUSG00000108055,13590
ENSMUSG00000107515,1723
ENSMUSG00000089061,801
ENSMUSG00000107913,7494
ENSMUSG00000107606,13015
ENSMUSG00000107571,9232
ENSMUSG00000107782,3942
ENSMUSG00000108189,6930
ENSMUSG00000107712,7800
ENSMUSG00000107442,3345
ENSMUSG00000089538,51
ENSMUSG00000107454,19916
ENSMUSG00000079575,1259763
ENSMUSG00000107725,5844
ENSMUSG00000107532,954
ENSMUSG00000108217,8912
ENSMUSG00000107952,465695
ENSMUSG00000039419,29285026
ENSMUSG00000107853,466712
ENSMUSG00000052241,151960
ENSMUSG00000029686,18492585
ENSMUSG00000107628,408
ENSMUSG00000029687,1014896
ENSMUSG00000108180,274
ENSMUSG00000087897,0
ENSMUSG00000064945,4812
ENSMUSG00000097255,923
ENSMUSG00000065701,16058
ENSMUSG00000076060,24346
ENSMUSG00000025823,7993991
ENSMUSG00000094557,3847
ENSMUSG00000051499,645892
ENSMUSG00000107604,7280
ENSMUSG00000062519,5714995
ENSMUSG00000025821,2949644
ENSMUSG00000052763,1984001
ENSMUSG00000072653,1154586
ENSMUSG00000045466,2607496
ENSMUSG00000107824,732
ENSMUSG00000108101,5095
ENSMUSG00000092928,13067
ENSMUSG00000071477,5443904
ENSMUSG00000057691,4773399
ENSMUSG00000097434,19363
ENSMUSG00000092888,0
ENSMUSG00000108275,3044
ENSMUSG00000107875,103510
ENSMUSG00000042810,7881599
ENSMUSG00000093085,3846
ENSMUSG00000068551,5248136
ENSMUSG00000029797,233678
ENSMUSG00000095526,5590
ENSMUSG00000044211,5575188
ENSMUSG00000107476,2550428
ENSMUSG00000097716,12879
ENSMUSG00000039347,58970427
ENSMUSG00000073096,4673125
ENSMUSG00000009281,2436790
ENSMUSG00000052730,132947
ENSMUSG00000052751,5799352
ENSMUSG00000107588,108473
ENSMUSG00000107789,472030
ENSMUSG00000107640,96717
ENSMUSG00000007216,1118797
ENSMUSG00000053297,4045863
ENSMUSG00000064262,336542
ENSMUSG00000108117,0
ENSMUSG00000051124,65877
ENSMUSG00000054435,63863
ENSMUSG00000047867,953455
ENSMUSG00000043931,1361
ENSMUSG00000044867,80007
ENSMUSG00000090019,288669
ENSMUSG00000098715,94213
ENSMUSG00000043505,138392
ENSMUSG00000108298,44584
ENSMUSG00000107481,33356
ENSMUSG00000039264,12733
ENSMUSG00000108130,0
ENSMUSG00000107574,0
ENSMUSG00000029810,4893154
ENSMUSG00000023367,2317766
ENSMUSG00000107597,5631
ENSMUSG00000108084,158402
ENSMUSG00000029811,1771
ENSMUSG00000029813,1741
ENSMUSG00000089335,0
ENSMUSG00000068537,336
ENSMUSG00000107943,469
ENSMUSG00000107692,0
ENSMUSG00000068536,0
ENSMUSG00000108017,123
ENSMUSG00000039215,717
ENSMUSG00000107457,0
ENSMUSG00000107656,1147
ENSMUSG00000029816,382042
ENSMUSG00000107758,3034
ENSMUSG00000107990,23102
ENSMUSG00000029815,1638532
ENSMUSG00000107727,493
ENSMUSG00000029814,1131085
ENSMUSG00000107962,1346649
ENSMUSG00000029817,11224393
ENSMUSG00000107916,0
ENSMUSG00000050786,1517098
ENSMUSG00000047115,70717
ENSMUSG00000090624,61120
ENSMUSG00000023403,8341
ENSMUSG00000108266,246
ENSMUSG00000107982,0
ENSMUSG00000029819,17321539
ENSMUSG00000107664,0
ENSMUSG00000108071,1933
ENSMUSG00000038388,6995152
ENSMUSG00000029821,4010584
ENSMUSG00000029822,5471890
ENSMUSG00000077357,0
ENSMUSG00000063694,15234210
ENSMUSG00000099221,795
ENSMUSG00000085776,78351
ENSMUSG00000029828,153215
ENSMUSG00000107447,1597
ENSMUSG00000107418,26973
ENSMUSG00000108135,1193
ENSMUSG00000107821,27622
ENSMUSG00000108016,138
ENSMUSG00000107740,347
ENSMUSG00000029831,1821
ENSMUSG00000107672,138
ENSMUSG00000107978,15046
ENSMUSG00000107667,38536
ENSMUSG00000107993,276
ENSMUSG00000107488,543
ENSMUSG00000108153,969
ENSMUSG00000065505,10
ENSMUSG00000107619,1403
ENSMUSG00000107660,20671
ENSMUSG00000108236,4290
ENSMUSG00000029832,899508
ENSMUSG00000004980,56852544
ENSMUSG00000029836,2820992
ENSMUSG00000038301,16629529
ENSMUSG00000094528,133
ENSMUSG00000108145,3402
ENSMUSG00000059182,2313919
ENSMUSG00000108244,999
ENSMUSG00000085412,3867
ENSMUSG00000081979,138
ENSMUSG00000082781,0
ENSMUSG00000029844,1224
ENSMUSG00000098537,1182
ENSMUSG00000099068,85
ENSMUSG00000098536,743
ENSMUSG00000087658,4468
ENSMUSG00000098749,888
ENSMUSG00000014704,232
ENSMUSG00000056445,458
ENSMUSG00000087626,403
ENSMUSG00000056468,0
ENSMUSG00000101451,0
ENSMUSG00000000942,0
ENSMUSG00000038253,1104
ENSMUSG00000043219,0
ENSMUSG00000079560,240
ENSMUSG00000101298,0
ENSMUSG00000085696,2661
ENSMUSG00000038236,7958
ENSMUSG00000065443,0
ENSMUSG00000038227,0
ENSMUSG00000000938,0
ENSMUSG00000038210,0
ENSMUSG00000098717,0
ENSMUSG00000098435,0
ENSMUSG00000098969,0
ENSMUSG00000098683,0
ENSMUSG00000099270,0
ENSMUSG00000099248,0
ENSMUSG00000086427,0
ENSMUSG00000102373,0
ENSMUSG00000038203,0
ENSMUSG00000098484,0
ENSMUSG00000099173,0
ENSMUSG00000099229,0
ENSMUSG00000098538,0
ENSMUSG00000055408,0
ENSMUSG00000107463,0
ENSMUSG00000086126,138
ENSMUSG00000005503,0
ENSMUSG00000059159,1769788
ENSMUSG00000084282,0
ENSMUSG00000107895,0
ENSMUSG00000108062,0
ENSMUSG00000107647,22309
ENSMUSG00000107813,26894
ENSMUSG00000064792,445
ENSMUSG00000029776,7357768
ENSMUSG00000108170,199219
ENSMUSG00000108036,1985
ENSMUSG00000004535,26041120
ENSMUSG00000081872,3300
ENSMUSG00000089209,653
ENSMUSG00000080759,22020
ENSMUSG00000063568,3437528
ENSMUSG00000108028,0
ENSMUSG00000107935,242
ENSMUSG00000096147,0
ENSMUSG00000108004,3118
ENSMUSG00000053007,1177683
ENSMUSG00000107984,256
ENSMUSG00000043496,11242517
ENSMUSG00000108255,2135121
ENSMUSG00000108175,595295
ENSMUSG00000094527,0
ENSMUSG00000052955,4807
ENSMUSG00000108060,4712
ENSMUSG00000087670,3085
ENSMUSG00000080205,350294
ENSMUSG00000086946,14995
ENSMUSG00000004633,11093657
ENSMUSG00000045725,129360
ENSMUSG00000073067,3390131
ENSMUSG00000108081,24957
ENSMUSG00000086040,50336876
ENSMUSG00000019124,76807871
ENSMUSG00000038074,1396330
ENSMUSG00000005225,2424415
ENSMUSG00000101651,673130
ENSMUSG00000108283,11240
ENSMUSG00000038065,22168406
ENSMUSG00000058446,3047302
ENSMUSG00000107841,940
ENSMUSG00000038058,929999
ENSMUSG00000077501,0
ENSMUSG00000002797,2126746
ENSMUSG00000029777,17464184
ENSMUSG00000003476,243368
ENSMUSG00000108285,0
ENSMUSG00000003477,179304
ENSMUSG00000107766,5744
ENSMUSG00000093878,504
ENSMUSG00000038022,792925
ENSMUSG00000004655,58767
ENSMUSG00000004654,1951
ENSMUSG00000108228,604859
ENSMUSG00000029778,31799508
ENSMUSG00000104746,0
ENSMUSG00000037984,12223248
ENSMUSG00000108063,28610
ENSMUSG00000037973,271363
ENSMUSG00000002930,43081
ENSMUSG00000106152,0
ENSMUSG00000096087,106
ENSMUSG00000077682,0
ENSMUSG00000004347,4454695
ENSMUSG00000091625,257936
ENSMUSG00000029787,12645808
ENSMUSG00000059486,8416970
ENSMUSG00000108080,110377
ENSMUSG00000029781,7742783
ENSMUSG00000108260,13171
ENSMUSG00000029780,5259557
ENSMUSG00000108021,405
ENSMUSG00000071893,33157
ENSMUSG00000090346,639
ENSMUSG00000115701,621
ENSMUSG00000093696,0
ENSMUSG00000061208,0
ENSMUSG00000091541,282
ENSMUSG00000115181,0
ENSMUSG00000115236,0
ENSMUSG00000057981,0
ENSMUSG00000093728,0
ENSMUSG00000064259,0
ENSMUSG00000114982,0
ENSMUSG00000115199,0
ENSMUSG00000093520,0
ENSMUSG00000093621,0
ENSMUSG00000115792,56
ENSMUSG00000115644,0
ENSMUSG00000091382,175
ENSMUSG00000115799,0
ENSMUSG00000115253,12
ENSMUSG00000093398,0
ENSMUSG00000093535,0
ENSMUSG00000037826,10948256
ENSMUSG00000092903,96
ENSMUSG00000107627,205
ENSMUSG00000108112,869759
ENSMUSG00000029798,2512741
ENSMUSG00000104204,860515
ENSMUSG00000097656,1307424
ENSMUSG00000043162,4386031
ENSMUSG00000062190,12369652
ENSMUSG00000037788,17557979
ENSMUSG00000107431,7961
ENSMUSG00000115343,4930
ENSMUSG00000077717,26
ENSMUSG00000093530,76
ENSMUSG00000115091,154
ENSMUSG00000093376,0
ENSMUSG00000093541,0
ENSMUSG00000115507,0
ENSMUSG00000115668,0
ENSMUSG00000107678,0
ENSMUSG00000048697,288
ENSMUSG00000071419,9340632
ENSMUSG00000093382,170
ENSMUSG00000093666,280
ENSMUSG00000093560,30979
ENSMUSG00000107530,0
ENSMUSG00000093743,0
ENSMUSG00000093708,298
ENSMUSG00000107521,0
ENSMUSG00000093731,91
ENSMUSG00000071428,0
ENSMUSG00000093522,0
ENSMUSG00000115705,414
ENSMUSG00000091734,130
ENSMUSG00000093547,0
ENSMUSG00000093702,0
ENSMUSG00000107518,0
ENSMUSG00000095670,311
ENSMUSG00000093461,207
ENSMUSG00000093747,115
ENSMUSG00000115404,227
ENSMUSG00000093518,0
ENSMUSG00000093588,0
ENSMUSG00000093741,0
ENSMUSG00000107960,0
ENSMUSG00000029802,3588082
ENSMUSG00000108164,214
ENSMUSG00000055430,48519061
ENSMUSG00000029804,24473536
ENSMUSG00000107439,6081
ENSMUSG00000108075,48049
ENSMUSG00000092323,16673
ENSMUSG00000037709,2640485
ENSMUSG00000107449,0
ENSMUSG00000096371,80
ENSMUSG00000107987,0
ENSMUSG00000049232,2305835
ENSMUSG00000045441,13877276
ENSMUSG00000094183,393
ENSMUSG00000108110,0
ENSMUSG00000095176,0
ENSMUSG00000073045,0
ENSMUSG00000064515,0
ENSMUSG00000046764,921
ENSMUSG00000107863,1074
ENSMUSG00000108192,0
ENSMUSG00000108003,0
ENSMUSG00000107755,436
ENSMUSG00000108168,24489
ENSMUSG00000025889,46127445
ENSMUSG00000108262,54
ENSMUSG00000054641,9737
ENSMUSG00000108098,0
ENSMUSG00000108299,0
ENSMUSG00000108087,0
ENSMUSG00000107652,0
ENSMUSG00000097924,586053
ENSMUSG00000107757,984
ENSMUSG00000108246,11819
ENSMUSG00000107590,2024
ENSMUSG00000107908,2169
ENSMUSG00000039578,1876601
ENSMUSG00000108160,0
ENSMUSG00000107957,186
ENSMUSG00000108174,0
ENSMUSG00000108007,0
ENSMUSG00000107854,0
ENSMUSG00000107708,0
ENSMUSG00000107484,952
ENSMUSG00000088721,0
ENSMUSG00000108242,843029
ENSMUSG00000107525,1646
ENSMUSG00000108068,930
ENSMUSG00000107864,684
ENSMUSG00000107700,180
ENSMUSG00000064775,0
ENSMUSG00000071424,6618401
ENSMUSG00000073043,364
ENSMUSG00000107424,0
ENSMUSG00000107783,0
ENSMUSG00000086176,1579
ENSMUSG00000029920,4825513
ENSMUSG00000090939,60281
ENSMUSG00000029919,1923605
ENSMUSG00000107968,1121481
ENSMUSG00000108230,276
ENSMUSG00000107490,0
ENSMUSG00000108252,16370
ENSMUSG00000107609,2
ENSMUSG00000108097,0
ENSMUSG00000107630,0
ENSMUSG00000108052,687
ENSMUSG00000107584,269
ENSMUSG00000107596,346593
ENSMUSG00000029917,558304
ENSMUSG00000044162,13908
ENSMUSG00000049001,4875526
ENSMUSG00000082115,69
ENSMUSG00000085689,27136
ENSMUSG00000088832,1914
ENSMUSG00000092394,3043
ENSMUSG00000029913,567046
ENSMUSG00000036463,0
ENSMUSG00000107649,0
ENSMUSG00000064391,0
ENSMUSG00000108100,0
ENSMUSG00000107695,0
ENSMUSG00000107653,3254
ENSMUSG00000107837,0
ENSMUSG00000107631,0
ENSMUSG00000107479,17579
ENSMUSG00000107775,0
ENSMUSG00000108086,8830
ENSMUSG00000029910,1694864
ENSMUSG00000062905,6526
ENSMUSG00000107710,0
ENSMUSG00000059375,0
ENSMUSG00000091012,378
ENSMUSG00000060699,129
ENSMUSG00000107591,12844
ENSMUSG00000115482,120
ENSMUSG00000115467,0
ENSMUSG00000107721,1742
ENSMUSG00000108231,53305
ENSMUSG00000093504,268
ENSMUSG00000115170,349
ENSMUSG00000093755,138
ENSMUSG00000107176,19315188
ENSMUSG00000053442,202728
ENSMUSG00000107634,1180
ENSMUSG00000084154,2799
ENSMUSG00000036402,19164986
ENSMUSG00000107869,381
ENSMUSG00000064987,137
ENSMUSG00000036390,863126
ENSMUSG00000087231,578225
ENSMUSG00000097603,41447
ENSMUSG00000047905,5232783
ENSMUSG00000108013,123
ENSMUSG00000107799,167
ENSMUSG00000108292,227
ENSMUSG00000036371,47858936
ENSMUSG00000018341,905748
ENSMUSG00000107907,4351
ENSMUSG00000108000,0
ENSMUSG00000096086,1420
ENSMUSG00000107508,5786
ENSMUSG00000049093,1711
ENSMUSG00000051397,17883
ENSMUSG00000105650,713
ENSMUSG00000076501,688
ENSMUSG00000104819,466
ENSMUSG00000104931,0
ENSMUSG00000096336,252
ENSMUSG00000106248,488
ENSMUSG00000105464,0
ENSMUSG00000104883,0
ENSMUSG00000091268,0
ENSMUSG00000094491,101
ENSMUSG00000104843,3797
ENSMUSG00000104584,0
ENSMUSG00000106401,0
ENSMUSG00000096580,0
ENSMUSG00000076505,0
ENSMUSG00000104744,5107
ENSMUSG00000096461,0
ENSMUSG00000089157,0
ENSMUSG00000087917,0
ENSMUSG00000093906,32
ENSMUSG00000104742,0
ENSMUSG00000076508,244
ENSMUSG00000106372,0
ENSMUSG00000105005,2288
ENSMUSG00000094345,0
ENSMUSG00000088245,0
ENSMUSG00000095737,114
ENSMUSG00000096632,236
ENSMUSG00000076512,0
ENSMUSG00000095497,0
ENSMUSG00000076514,0
ENSMUSG00000094872,371
ENSMUSG00000104575,0
ENSMUSG00000106098,0
ENSMUSG00000106480,0
ENSMUSG00000104532,58
ENSMUSG00000106331,821
ENSMUSG00000104934,0
ENSMUSG00000094335,947
ENSMUSG00000105306,0
ENSMUSG00000105007,0
ENSMUSG00000106630,0
ENSMUSG00000091800,0
ENSMUSG00000105363,0
ENSMUSG00000105463,0
ENSMUSG00000105163,1588
ENSMUSG00000076518,0
ENSMUSG00000095771,230
ENSMUSG00000088900,0
ENSMUSG00000093861,125
ENSMUSG00000104722,0
ENSMUSG00000105684,0
ENSMUSG00000105606,127
ENSMUSG00000105043,0
ENSMUSG00000106494,0
ENSMUSG00000076530,0
ENSMUSG00000106066,0
ENSMUSG00000105248,399
ENSMUSG00000076522,0
ENSMUSG00000076523,219
ENSMUSG00000104832,0
ENSMUSG00000106403,0
ENSMUSG00000106187,0
ENSMUSG00000105319,0
ENSMUSG00000096515,238
ENSMUSG00000077325,0
ENSMUSG00000076525,0
ENSMUSG00000076526,0
ENSMUSG00000105817,0
ENSMUSG00000094420,818
ENSMUSG00000090781,0
ENSMUSG00000106381,0
ENSMUSG00000094902,276
ENSMUSG00000096490,780
ENSMUSG00000106318,0
ENSMUSG00000106309,210
ENSMUSG00000098814,0
ENSMUSG00000076531,0
ENSMUSG00000104995,0
ENSMUSG00000076532,493
ENSMUSG00000076533,0
ENSMUSG00000104849,0
ENSMUSG00000076534,559
ENSMUSG00000076535,0
ENSMUSG00000106124,0
ENSMUSG00000105630,0
ENSMUSG00000105267,0
ENSMUSG00000079544,0
ENSMUSG00000104838,0
ENSMUSG00000076536,0
ENSMUSG00000079543,98
ENSMUSG00000076538,0
ENSMUSG00000076557,0
ENSMUSG00000105752,0
ENSMUSG00000076539,0
ENSMUSG00000105539,0
ENSMUSG00000076540,0
ENSMUSG00000076541,207
ENSMUSG00000105480,0
ENSMUSG00000094315,15
ENSMUSG00000105313,0
ENSMUSG00000105462,0
ENSMUSG00000104609,0
ENSMUSG00000104712,27
ENSMUSG00000104922,0
ENSMUSG00000076543,673
ENSMUSG00000105989,0
ENSMUSG00000106387,138
ENSMUSG00000076545,435
ENSMUSG00000105968,0
ENSMUSG00000073028,43
ENSMUSG00000076547,960
ENSMUSG00000076548,460
ENSMUSG00000076549,305
ENSMUSG00000104697,0
ENSMUSG00000088675,0
ENSMUSG00000106222,0
ENSMUSG00000105110,0
ENSMUSG00000105883,0
ENSMUSG00000105747,0
ENSMUSG00000076550,890
ENSMUSG00000105323,0
ENSMUSG00000094262,509
ENSMUSG00000106216,0
ENSMUSG00000076552,498
ENSMUSG00000094006,0
ENSMUSG00000104679,0
ENSMUSG00000095633,0
ENSMUSG00000104690,173
ENSMUSG00000092746,750
ENSMUSG00000104551,0
ENSMUSG00000076555,35
ENSMUSG00000105369,0
ENSMUSG00000076556,89
ENSMUSG00000106546,65
ENSMUSG00000106016,153
ENSMUSG00000106213,0
ENSMUSG00000096833,276
ENSMUSG00000105301,0
ENSMUSG00000094319,0
ENSMUSG00000095753,606
ENSMUSG00000079542,0
ENSMUSG00000094993,0
ENSMUSG00000106298,0
ENSMUSG00000076562,560
ENSMUSG00000105725,0
ENSMUSG00000076563,118
ENSMUSG00000106256,1955
ENSMUSG00000076564,270
ENSMUSG00000094094,0
ENSMUSG00000096422,0
ENSMUSG00000094433,382
ENSMUSG00000105915,0
ENSMUSG00000095007,0
ENSMUSG00000104533,0
ENSMUSG00000105955,0
ENSMUSG00000076569,308
ENSMUSG00000105451,0
ENSMUSG00000076570,0
ENSMUSG00000076571,0
ENSMUSG00000076572,0
